object_in_ context,OBJECT ID,TITLE,SUPPLIED_TITLE,DATE,SUBJECT_NAME,SUBJECT_NAME_2,SUBJECT_NAME_3,SUBJECT_NAME_4,SUBJECT_TOPIC,SUBJECT_TOPIC_2,SUBJECT_TOPIC_3,SUBJECT_GEOGRAPHIC,SUBJECT_GEOGRAPHIC_2,DESCRIPTION,TECHNIQUE ,TECHNIQUE_2,URI_medium,CREDIT LINE,DIMS (HxW),PUBLISHER,CREATOR,NAME TYPE (personalal / corporate),ACTIVE DATES,DOB/DOD,NATIONALITY
https://kiva.lib.utk.edu/egypt/items/show/814,2005.6.1,Musée de Ghizeh,,1860-1890,Gizeh Museum,,,,Statues--Egypt--Sí£aqqaíãrah,,,Sí£aqqaíãrah (Egypt),,"Gallery interior at the Gizeh Museum; a monumental statue Nobleman Ty from the Sakkara Tomb Chapel stands on a pedestal, center middleground, with exhibit cases around left and right of room (foreground to background). Unknown frieze on back wall, in between two windows. ""181 Musee de Ghizeh"" on print at bottom left corner; ""J.P. Sebah"" on print at bottom right corner.",albumen prints,,,"Anonymous, McClung Museum of Natural History and Culture, The University of Tennessee",14 x 17 in,,"Sébah, Jean Pascal",personal,,1872-1947,Turkish
https://kiva.lib.utk.edu/egypt/items/show/815,2005.6.2,(Mus: Ghizeh) Statuettes d'Osiris,,1860-1890,Giza Museum,,,,Ushabti--Egypt,Idols and images--Egypt,Figurines,,,"Exhibit of statuettes of Khonsu, son of Amen and Mut at the Gizeh Museum; many of the statuettes wear the moon-disk, symbolic of his role as god of the moon; some wear the moon-disk surmounted by the Atef crown with an ibis in between to represent the god Thoth; the Atef crown is traditionally worn by the god Osris; statuettes of Horus and other deities in the background. ""489 (Mus: Ghiseh) Statuettes d'Osiris"" on print at bottom left corner; ""J.P. Sebah"" on print at bottom right corner. ",albumen prints,,,"Anonymous, McClung Museum of Natural History and Culture, The University of Tennessee",14 x 17 in,,"Sébah, Jean Pascal",personal,,1872-1947,Turkish
https://kiva.lib.utk.edu/egypt/items/show/602,1996.10.7,Facade of Temple at Abydos,,1860-1906,"Temple of Seti I (Abydos, Egypt)",,,,Temples--Egypt,,,Abydos (Egypt),,"Court and entrance to Temple of Seti I at Abydos (New Kingdom Dynasty XIX); ruined facade of the court and entrance of the mortuary Temple of Seti I; two Egyptian men before five broken pillars depicting Seti I with Horus and other gods wearing several different types of crowns, incised cartouches of Rameses II support theory that he continued building Temple after father's death; ""A. Beato 48"" in white and brown across bottom of print; ""Facade of Temple at Abydos."" in brown ink under print left side of mat.",albumen prints,,,"Gift of the Friends of Egyptology, McClung Museum of Natural History and Culture, The University of Tennessee",10.375 x 14.625 in,,"Beato, Antonio",personal,,ca. 1825-ca. 1903,Italian
https://kiva.lib.utk.edu/egypt/items/show/613,1995.3.6,Tombeau Nakht,,1860-1906,"Nakht, active 15th century B.C.",,,,Tombs--Egypt,"Mural painting and decoration, Egyptian",,Thebes (Egypt : Extinct city),,"Wall paintings, Tomb of Nakht at Sheykh Abd el-Quarna, West Thebes (New Kingdom Dynasty XVIII); two walls of elaborate paintings within the tomb of Nakht, a scribe and ""Astronomer of Amun"" at the Karnak Temple and hus wife Tawy, a musician of Amun; husband and wife depicted with offerings and surrounded by smaller figures (center of left wall) other Egyptian motifs depicted around couple and on perpendicular wall (right); ""A. Beato"" in white along bottom right side; ""271 Tombeau Nakht"" in pencil on back of print. (Number on object is 6/697).",albumen prints,,,"Gift of the Friends of Egyptology, McClung Museum of Natural History and Culture, The University of Tennessee",10.25 x 8 in,,"Beato, Antonio",personal,,ca. 1825-ca. 1903,Italian
https://kiva.lib.utk.edu/egypt/items/show/616,1997.5.7,Medinet-Habu Les prisonniers de Ramses,,1860-1906,"Temple of Ramses III (Medinet Habu Site, Egypt)",,,,Temples--Egypt,"Relief (Sculpture), Egyptiian",,Medinet Habu Site (Egypt),,"Pharaoh smites an enemy, Temple of Rameses III (New Kingdom - Dynasty XX) at Medinet Habu, West Thebes; wall relief of Rameses III wearing the nemes crown and kilt as he grasps a crouching enemy by the hair and stabs him in the side eith a long spear, rows of hieroglyphs, cartouches indentifying Rameses III, and other Egyptian motifs (above); large fractured statue (left background); ""otaeB .A"" in white; ""1045 Medinet-Habu Les prisonniers de Ramses"" in pencil on back of print.",albumen prints,,,"Gift of the Friends of Egyptology, McClung Museum of Natural History and Culture, The University of Tennessee",9.75 x 7.75 in,,"Beato, Antonio",personal,,ca. 1825-ca. 1903,Italian
https://kiva.lib.utk.edu/egypt/items/show/633,1996.10.22,Edfou Le Pronaos,,1860-1906,"Temple of Horus (IdfÇ, Egypt)",,,,Temples--Egypt,,,IdfÇ (Egypt),,"Forecourt, Temple of Horus at Edfu (Ptolemaic Period); pyramidal Temple of Horus supported by six columns with open papyrus capitals within colonnade, Egyptian man stands beside statue of Horus as a falcon wearing the sekhemty crown, right side of Temple; ""Beato No 54 Edfou Le Pronaos"" in pencil on back of print.",albumen prints,,,"Gift of the Friends of Egyptology, McClung Museum of Natural History and Culture, The University of Tennessee",8 x 11.125,,"Beato, Antonio",personal,,ca. 1825-ca. 1903,Italian
https://kiva.lib.utk.edu/egypt/items/show/649,1997.5.24,,Mortuary Temple of Rameses II,1860-1906,"Great Temple (AbÇ Sunbul, Egypt)",,,,Tombs--Egypt,,,Abuíã Sunbul (Egypt),,"Mortuary temple of Rameses II at Abu Simbel (New Kingdom Dynasty XIX); The Great Temple at Abu Simbel dedicated to Amen, Ra-Horakhty, Ptah, and the deified Rameses II; four monumental statues od Rameses II, left center statue heavily damaged, falcon headed Ra-Horakhty in center niche flanked by kneeling incised figures of Rameses II, smaller statues of the pharaoh's relatives situated around his legs, three Egyptian men stand among ruins; ""Beato"" in pencil on back of mat'; untitled print.",albumen prints,,,"Gift of the Friends of Egyptology, McClung Museum of Natural History and Culture, The University of Tennessee",8 x 10.25 in,,"Beato, Antonio",personal,,ca. 1825-ca. 1903,Italian
https://kiva.lib.utk.edu/egypt/items/show/650,1997.5.23,,Temple of Hathor,1860-1906,"Great Temple (AbÇ Sunbul, Egypt)",,,,Temples--Egypt,,,AbÇ Sunbul (Egypt),,"Temple of Hathor at Abu Simbel (New Kingdom Dynasty XIX); Temple of Hathor and Nefretari built ca. 100 meters northeast of The Great Temple supported by massive statues of Rameses II wearing the hedjet (left) and sekhemty (right) flanked by Nefretari as Hathor wearing the hesat crown, rock in between and above statues inscribed with hieroglyphs and cartouches indentifying Rameses II; ""A. Beato"" in black at bottom left center of print; untitled print.",albumen prints,,,"Gift of the Friends of Egyptology, McClung Museum of Natural History and Culture, The University of Tennessee",8 x 10.25 in,,"Beato, Antonio",personal,,ca. 1825-ca. 1903,Italian
https://kiva.lib.utk.edu/egypt/items/show/708,1996.10.21,Luxor Obelisque et Pylone de Rameses,,1860-1906,"Temple of Amon (Karnak, Egypt)",,,,Temples--Egypt,,,Karnak (Egypt),,"First Pylon, Temple of Amen in Luxor (New Kingdom Dynasty XIX); sandstone pylon with obelisk (left) monumental pharaoh head wearing double crown (right); contemporary brock wall, buildings, and wooden pole (foreground); ""A. Beato"" in white along bottom; ""81 134 Luxor obelisque et pylone de ramses"" in pencil on back of print. ",albumen prints,,,"Gift of the Friends of Egyptology, McClung Museum of Natural History and Culture, The University of Tennessee",7.875 x 10.25,,"Beato, Antonio",personal,,ca. 1825-ca. 1903,Italian
https://kiva.lib.utk.edu/egypt/items/show/712,1996.10.4,Abydos Purification de Seti,,1860-1906,"Ramses II, King of Egypt","Temple of Seti I (Abydos, Egypt)",,,Thoth (Egyptian deity),Anubis (Egyptian deity),"Relief (Sculpture), Egyptian",Abydos (Egypt),,"Wall relief of Rameses II with Gods Anubis, Horus, and Thoth, Temple of Seti I at Abydos (New Kingdom Dynasty XIX); cartouche of Rameses II identifies figure of pharaoh wearing khepresh anointed by three gods (middle register), nemes crowned kneeling figures facing left present various offerings between bands of hieroglyphs (lower register); ""Beato 46 334 abydos Purification de Seti"" in pencil on back of print. ",albumen prints,,,"Gift of the Friends of Egyptology, McClung Museum of Natural History and Culture, The University of Tennessee",7.875 x 10.25 in,,"Beato, Antonio",personal,,ca. 1825-ca. 1903,Italian
https://kiva.lib.utk.edu/egypt/items/show/714,1996.9.7,Medinet Habu Colossal Pillars of Rameses III,,1860-1906,"Temple of Ramses III (Medinet Habu Site, Egypt)",,,,Temples--Egypt,,,Medinet Habu Site (Egypt),,"First court and Osiride pillars, Temple of Rameses III at Medinet Habu (New Kingdom Dynasty XX); six Osiride pillars with Rameses III cartouche inscribed on sides below lintel and cornice adorned with Egyptian motifs, with three Egyptian men on ground looking at camera (foreground); ruined Temple wall (background); ""Egyptian Medinet Habu Beato Colossal Statues of Rameses III"" in pencil on back of mat.",albumen prints,,,"Gift of the Friends of Egyptology, McClung Museum of Natural History and Culture, The University of Tennessee",8.25 x 10.5 in,,"Beato, Antonio",personal,,ca. 1825-ca. 1903,Italian
https://kiva.lib.utk.edu/egypt/items/show/745,1995.3.4,Mediniet Habuur les debris de L'enteneur,,1860-1906,"Temple of Ramses III (Medinet Habu Site, Egypt)",,,,Temples--Egypt,,,Medinet Habu Site (Egypt),,"Hypostyle Hall, Temple of Rameses III at Medinet Habu, West Thebes (New Kingdom Dynasty XX); column bases inscribed with cartouche of Rameses III flanked by uraei, three seated statues near store rooms adorned with engravings of Egyptian motifs (left); crumbling Temple walls (background); ""otaeB .A"" in white at bottom left corner; ""332 Medinet Habu les debris de L'enteneur"" in pencil on back of print. (Number on object is 4/697).",albumen prints,,,"Gift of the Friends of Egyptology, McClung Museum of Natural History and Culture, The University of Tennessee",7.875 x 10.25 in,,"Beato, Antonio",personal,,ca. 1825-ca. 1903,Italian
https://kiva.lib.utk.edu/egypt/items/show/747,1995.3.5,Medinet Habou les prissoniers de Rameses,,1860-1906,"Temple of Ramses III (Medinet Habu Site, Egypt)",,,,"Relief (Sculpture), Egyptian",Temples--Egypt,,Medinet Habu Site (Egypt),,"Wall reliefs of prisoners, Temple of Rameses III at Medinet Habu, West Thebes (New Kingdom Dynasty XX); three wide bands of hieroglyphs and images of prisoners captured during a campaign of Rameses III; ""A. Beato"" in white at bottom center; ""321 Medinet Habou les prissoniers de Rameses"" in pencil on back of print. (Number on object is 5/697).",albumen prints,,,"Gift of the Friends of Egyptology, McClung Museum of Natural History and Culture, The University of Tennessee",10.25 x 8 in,,"Beato, Antonio",personal,,ca. 1825-ca. 1903,Italian
https://kiva.lib.utk.edu/egypt/items/show/810,1934.1.31.70,,"Exhibit, Statuettes of God Anubis and Deities",1865-1885,Gizeh Museum,,,,Ushabti--Egypt,Idols and images--Egypt,Figurines--Egypt,,,"Exhibit cases of statuettes of God Anubis and Deities at the Gizeh Museum; half human, half jackel, and full jackal form statuettes of Anubis, protector of the dead and embalming and ""Guardian of the Scales"" (bottom of center case) with statuettes of other deities in surrounding cases (top center, left, right); three long cases, (bottom); untitled print.",sepia prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",6.75 x 9.25 in,,G. Lékégian & Cie.  ,corporate,ca.1865-ca. 1895,,
https://kiva.lib.utk.edu/egypt/items/show/589,1992.2.3,Sphinx Armachis,,1865-1895,,,,,Great Sphinx (Egypt),,,J€Çzah (Egypt),,"The Great Sphinx at Gizeh (Old Kingdom Dynasty IV); the Dream Stele of Thutmose IV, erected 1401 B.C.E., before the partially unexcavated Great Sphinx, three Egyptian men stand on or near paws; Pyramid of Khafre and Pyramid of Menkaure (background); ""Sphinx Armachis No. 11 Phot. Art. G. Lekegian & Co."" in white and black along bottom of print. (Number on object is 3/655).",albumen prints,,,"Gift of Marcia S. Young, McClung Museum of Natural History and Culture, The University of Tennessee",10.25 x 7.75 in,,G. Lékégian & Cie.  ,corporate,ca.1865-ca. 1895,,
https://kiva.lib.utk.edu/egypt/items/show/599,1992.2.4,Sakkarah (Pyramide),,1865-1895,,,,,Pyramids--Egypt,Tombs--Egypt,,Sí£aqqaíãrah (Egypt),,"The Step Pyramid at Sakkara (Old Kingdom Dynasty III); the Tomb of Pharaoh Djoser, built and designed by his vizier, Imhotep (ca. 2630-2611 B.C.E.); three people and five mules before pyramid; ""Sakkarah (Pyramide) No 20 Photog. Art. G. Lekegian . & Co"" in white along bottom of print. (Number on object is 4/655).",albumen prints,,,"Gift of Marcia S. Young, McClung Museum of Natural History and Culture, The University of Tennessee",8.25 x 10.75 in,,G. Lékégian & Cie.  ,corporate,ca.1865-ca. 1895,,
https://kiva.lib.utk.edu/egypt/items/show/608,1995.4.5,Dendérah,,1865-1895,"Temple of Hathor (Dandara, Egypt)",,,,Temples--Egypt,,,Dandara (Egypt),,"Hypostyle Hall, Temple of Hathor at Dendereh (Ptolemaic-Roman Periods); three monumental columns with rows of papyrus, ankhs, winged uraei wearing atef crowns, cartouches, and other Egyptian motifs; two Egyptian boys demonstrated vast size by attempting to wrap outstretched arms around base of column; ""No. 1012 Dendereh Phot. Art. G. Lekegian & Co."" in white along bottom of print. (Number on object is 5/698).",albumen prints,,,"Gift of the Friends of Egyptology, McClung Museum of Natural History and Culture, The University of Tennessee",10.75 x 8.25 in,,G. Lékégian & Cie.  ,corporate,ca.1865-ca. 1895,,
https://kiva.lib.utk.edu/egypt/items/show/614,1992.2.11,(Thèbes) Deir-el-Bahari. Chambre de la vache. Porte de Thotmès II.,,1865-1895,Temple of Hatshepsut (Egypt),,,,Tombs--Egypt,Hathor (Egyptian deity),,Deir el-Bahri Site (Egypt),,"Shrine of Hathor, Temple of Queen Hatshepsut at Der-el-Bahri, West Thebes; two entryways ornately decorated with painted inscriptions of the winged sun disk, rows of hieroglyphs, and cartouches of Thutmose II leading to inner shrine of Hathor, modern label posted in French (top right corner of first entryway); ""1038 (Thèbes) Deir-el-Bahari. Chambre de la vache. Porte de Thotmès II. Phot. Art..."" in white along bottom of print. (Number on object is 11/655).",albumen prints,,,"Gift of Marcia S. Young, McClung Museum of Natural History and Culture, The University of Tennessee",11 x 7.5 in,,G. Lékégian & Cie.  ,corporate,ca.1865-ca. 1895,,
https://kiva.lib.utk.edu/egypt/items/show/622,1992.2.16,(Karnak) Piliers de Thoutmès III. Papyrus et Lotus.,,1865-1895,,,,,Tombs--Egypt,,,,,"Papyrus and lotus pillars, court of Thutmose III, Temple of Amen at Karnak, East Thebes (New Kingdom Dynasty XVIII); two partially intact papyrus and lotus pillars among a ruined section of the Court of Thutmose III, part of the pharoah's extensive building project at Karnak within the Temple of Amen, two Egyptian men pose before pillars (left) ""(Karnak) Piliers de Thoutmès III. Papyrus et Lotus. 1102 Photog. Artistique G. Lekegian & Co"" in white along bottom of print. (Number on object is 16/655).",albumen prints,,,"Gift of Marcia S. Young, McClung Museum of Natural History and Culture, The University of Tennessee",11 x 8.75 in,,G. Lékégian & Cie.  ,corporate,ca.1865-ca. 1895,,
https://kiva.lib.utk.edu/egypt/items/show/625,1992.2.20,"Rameses II, Luxor",,1865-1895,"Ramses II, King of Egypt","Temple of Amon (Karnak, Egypt)",,,Statues--Egypt,,,Karnak (Egypt),,"Colossus of Rameses II, Temple of Amen at Luxor, East Thebes (New Kingdom Dynasty XIX); striding colossal statue of Rameses II wearing the nemes crown, indentified by cartouche incised upon kilt, stands between columns and ruins within the Temple of Amen; ""Luxor. Rameses II. 1072. Photogr. Artistique G. Lekegian & Co"" in white along bottom of print. (Number on object is 20/655).",albumen prints,,,"Gift of Marcia S. Young, McClung Museum of Natural History and Culture, The University of Tennessee",10.75 x 8.75 in,,G. Lékégian & Cie.  ,corporate,ca.1865-ca. 1895,,
https://kiva.lib.utk.edu/egypt/items/show/687,1992.2.21,(Luxor) Colonnes d' Amenhotep III (XVIII dyn),,1865-1895,"Temple of Amon (Karnak, Egypt)",,,,Temples--Egypt,,,Karnak (Egypt),,"Longview of court of Amenhotep III, Temple of Amen at Luxor, East Thebes (New Kingdom Dynasty XVIII); extensive lotiform captial colonnade built during Amenhotep III's reign, ca. 1388-1351 B.C.E., Egyptian man and his donkey among ruins (foreground); pylon and single obelisk (background); ""106 (Luxor) Colonnes d'Amenhotep III (XVII dyn) Phot. Art. G. Lekegian & Co"" in white along bottom of print. (Number on object is 21/655).",albumen prints,,,"Gift of Marcia S. Young, McClung Museum of Natural History and Culture, The University of Tennessee",8.75 x 11 in,,G. Lékégian & Cie.  ,corporate,ca.1865-ca. 1895,,
https://kiva.lib.utk.edu/egypt/items/show/688,1992.2.8,(Dendereh) Temple de la deesse Hathor,,1865-1895,"Temple of Hathor (Dandara, Egypt)",,,,Temples--Egypt,,,Dandara (Egypt),,"Temple of Hathor facade at Dendereh (Ptolemaic-Roman Periods); six monumental columns with four sided Hathor capitals support the winged sun disk lintel of the pyramidal structure, heavily inscribed with deitied, king, and other Egyptian motifs; Egyptian man sits between first and second column (left); ""1014 (Dendereh). Temple de la deese Hathor. Phot. Art. G. Lekegian & Co"" in white along bottom of print. (Number on object is 8/655).",albumen prints,,,"Gift of Marcia S. Young, McClung Museum of Natural History and Culture, The University of Tennessee",8.25 x 10.75 in,,G. Lékégian & Cie.  ,corporate,ca.1865-ca. 1895,,
https://kiva.lib.utk.edu/egypt/items/show/689,1992.2.5,(Abydos) Bas. reliefs de Ramsès II et liste de nomes,,1865-1895,"Temple of Seti I (Abydos, Egypt)",Osiris (Egyptian deity),Isis (Egyptian deity),"Ramses II, King of Egypt",Temples--Egypt,"Relief (Sculpture), Egyptian--Egypt--Abydos",,Abydos (Egypt,,"Rameses II presenting offerings to Osiris and Isis, Temple of Seti I at Abydos (New Kingdom Dynasty XIX); wall relief of an enthroned Osiris wearing the atef crown, Isis behind him wearing Hathor horns with the sun disk and uraeus, as Rameses II, indentified by cartouches and Horus above and wearing nemes crown presents offerings and stele of djed pillars, ankhs, Abubis figures, and uraeus, other deities behind him (right); rows of servants, hieroglyphs, and cartouches inscribed above and below; ""(Abydos) Bas. Reliefs de Ramses II, et listes de nomes Phot A..."" in white along bottom of print. (Number on object is 5/655).",albumen prints,,,"Gift of Marcia S. Young, McClung Museum of Natural History and Culture, The University of Tennessee",7.5 x 10 in,,G. Lékégian & Cie.  ,corporate,ca.1865-ca. 1895,,
https://kiva.lib.utk.edu/egypt/items/show/690,1992.2.12,Temple de Kournah,,1865-1895,"Temple of Seti I (Abydos, Egypt)",,,,Temples--Egypt,,,Abydos (Egypt),,"Portico colonnade, Temple of Seti I at Qurna, West Thebes (New Kingdom Dynasty XIX); eight lotiform capital columns of the portico colonnade at the mortuary Temple of Seti I, at least four Egyptian men stand against columns; rectangle doorway to darkness (left) ""Temple de Kournah Photogr. Artistique G. Lekegian & Co."" in white along bottom of print. (Number on object is 12/655)",albumen prints,,,"Gift of Marcia S. Young, McClung Museum of Natural History and Culture, The University of Tennessee",10.5 x 8 in,,G. Lékégian & Cie.  ,corporate,ca.1865-ca. 1895,,
https://kiva.lib.utk.edu/egypt/items/show/691,1992.2.9,(Thebes) Ramesseum. Salle hypostyle et colosse de Ramses II,,1865-1895,"Ramesseum (Thebes, Egypt)",,,,Tombs--Egypt,,,Thebes (Egypt),,"The Ramesseum in western Thebes (New Kingdom Dynasty XIX); heavily inscribed open papyrus columns of hypostyle hall (foreground); ruins and broken colossus of Rameses II (background); ""1032 (Thebes) Ramesseum, Salle hypostyle et colosse de Ramses II. Photogr. Art. G. Lekegian"" in white along bottom of print. (Number on object is 9/655).",albumen prints,,,"Gift of Marcia S. Young, McClung Museum of Natural History and Culture, The University of Tennessee",10.5 x 8 in,,G. Lékégian & Cie.  ,corporate,ca.1865-ca. 1895,,
https://kiva.lib.utk.edu/egypt/items/show/692,1992.2.17,(Karnak) Propylone du Nord.,,1865-1895,"Ptolemy III Euergetes, King of Egypt, -221 B.C.",,,,Tombs--Egypt,Temple of Khonsu,Khonsu (Egyptian deity),Karnak (Egypt),,"Gateway of Ptolemy III, Euergetes I at Karnak, East Thebes (Ptolemaic Period); free standing gateway topped tih a winged sun disk on the lintel, rows of deities and kings inscribed onto pillars, two Egyptian men and two boys stand on either side of entrance with stone fragment in shadows; ruins, desert, and vegetation (background); ""(karnak) Propylone du Nord. 1082 Photogr. Art. G. Lekegian. & Co."" in white along bottom of print. (Number on object is 17/655).",albumen prints,,,"Gift of Marcia S. Young, McClung Museum of Natural History and Culture, The University of Tennessee",10.75 x 8.25 in,,G. Lékégian & Cie.  ,corporate,ca.1865-ca. 1895,,
https://kiva.lib.utk.edu/egypt/items/show/693,1992.2.6,Dendereh,,1865-1895,"Temple of Hathor (Dandara, Egypt)",,,,Temples--Egypt,,,Dandara (Egypt),,"Gateway to Temple of Hathor Precinct at Dendereh (Roman Period); ruined gateway to the Temple of Hathor, two Egyptian boys sit on stepped stones (left foreground); brick wall runs parallel down pathway to main Temple (middle and background); ""1101 Dendereh Phot. Art. G. Lekegian & Co"" in white along bottom of print. (Number on object is 6/655).",albumen prints,,,"Gift of Marcia S. Young, McClung Museum of Natural History and Culture, The University of Tennessee",8.25 x 10.75 in,,G. Lékégian & Cie.  ,corporate,ca.1865-ca. 1895,,
https://kiva.lib.utk.edu/egypt/items/show/694,1992.2.7,(Dendereh) Temple de la deesse Hathor,,1865-1895,"Temple of Hathor (Dandara, Egypt)",,,,Temples--Egypt,,,Dandara (Egypt),,"Temple of Hathor at Dendereh (Ptolemaic Period); long view of main Temple mostly excavated, taken from the left; six monumental columns with four sided Hathor capitals support the winged sun disk lintel of the pyramidal structure, heavily inscribed with deities, kings, and other Egyptian motifs; rumble around Temple and comples ruins (background); ""1103 (Dendereh) Temple de la deese Hathor. Phot. Art. G. Lekegian & Co"" in white along bottom of print. (Number on object is 7/655).",albumen prints,,,"Gift of Marcia S. Young, McClung Museum of Natural History and Culture, The University of Tennessee",10.75 x 8.25 in,,G. Lékégian & Cie.  ,corporate,ca.1865-ca. 1895,,
